Name,Year,imdb ID,Allo ID,imdb 10,imdb 9,imdb 8,imdb 7,imdb 6,imdb 5,imdb 4,imdb 3,imdb 2,imdb 1,douban 5,douban 4,douban 3,douban 2,douban 1,frNumVot,frRat,fr 5,fr 4,fr 3,fr 2,fr 1,fr 0,esNumVot,esRat,es 5,es 4,es 3,es 2,es 1,es 0,ptNumVot,ptRat,pt 5,pt 4,pt 3,pt 2,pt 1,pt 0,deNumVot,deRat,de 5,de 4,de 3,de 2,de 1,de 0,trNumVot,trRat,tr 5,tr 4,tr 3,tr 2,tr 1,tr 0
Brightest Star,2013,tt1877688,226159,16,5,5,15,28,25,22,9,14,13,,,,,,4,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salvo,2013,tt1971514,220752,8,5,5,11,13,5,7,2,4,4,,,,,,99,2.6,0,2,5,3,6,1,0,0,0,0,0,0,0,0,6,3.2,1,0,1,1,0,0,3,3.1,0,0,0,0,0,0,3,3.1,0,0,0,0,0,0
Dark Space,2013,tt1584943,197409,13,6,11,18,24,35,37,32,30,36,,,,,,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La marque des anges - Miserere,2013,tt2354215,120347,2,0,1,4,7,2,1,2,1,0,,,,,,1010,2.6,11,39,65,62,31,17,0,0,0,0,0,0,0,0,7,2.9,0,0,0,1,0,0,6,2.9,0,0,0,0,0,0,4,2.9,0,0,0,0,0,0
Il Futuro,2013,tt1992156,217261,2,3,14,17,30,17,13,2,3,9,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,2013,tt2121304,131253,0,0,3,2,5,4,2,0,2,4,,,,,,1244,3.2,7,37,108,50,16,3,7,3.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Code Red,2013,tt2119404,225607,5,1,1,0,2,12,20,10,7,13,,,,,,26,2.2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbie in the Pink Shoes,2013,tt2630134,217259,11,1,3,7,12,10,6,4,8,8,,,,,,16,3.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ultimate Life,2013,tt1778924,222517,33,12,29,29,30,28,18,10,12,20,,,,,,8,3,0,0,0,0,0,0,3,3.1,0,0,0,0,0,0,7,3.3,0,0,0,0,0,0,3,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La herida,2013,tt2721712,221272,1,0,1,2,0,3,2,0,0,0,,,,,,0,0,0,0,0,0,0,0,27,2.7,0,2,1,1,1,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuroyuri danchi,2013,tt2493466,217675,7,1,6,7,9,10,5,1,7,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canopy,2013,tt2232578,223762,3,2,10,14,16,24,15,18,6,14,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uma História de Amor e Fúria,2013,tt2231208,202642,2,3,6,3,1,2,1,1,1,2,,,,,,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,98,4.1,2,4,3,4,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yokomichi Yonosuke,2013,tt2151915,225747,21,13,11,6,9,4,0,1,1,1,,,,,,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Jungle,2013,tt2444092,226841,40,24,16,7,5,12,16,11,8,17,,,,,,40,2,0,0,3,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beneath the Harvest Sky,2013,tt2313896,231491,21,16,23,41,30,20,8,6,2,7,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm Still Here,2013,tt2636364,183456,0,0,0,2,1,2,2,1,1,0,,,,,,357,3.1,9,9,16,6,4,7,13,3.1,0,0,0,1,0,0,5,3.2,0,0,0,0,0,0,15,3.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Poseidon Rex,2013,tt2690160,227384,2,2,3,2,4,12,14,14,21,19,,,,,,23,2.2,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last of Robin Hood,2013,tt2450440,214079,25,7,15,30,40,33,17,10,8,13,,,,,,0,0,0,0,0,0,0,0,4,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0
Au bonheur des ogres,2013,tt2129887,174297,2,0,1,4,3,3,2,0,1,3,,,,,,1076,3.3,8,45,56,33,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Independence Daysaster,2013,tt2645670,224791,8,3,6,12,12,14,22,14,15,22,,,,,,44,1.9,0,0,1,3,3,5,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.8,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Snails in the Rain,2013,tt2924590,222646,4,7,2,11,15,7,7,2,2,3,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Copperhead,2013,tt2404555,220025,27,19,27,24,20,30,14,5,6,15,3,12,19,8,2,1,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pop Redemption,2013,tt2602664,213538,1,0,0,3,3,0,4,0,2,2,,,,,,1430,3.2,29,112,91,55,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Stag,2013,tt1821617,222647,2,2,5,3,6,17,13,9,10,14,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarah préfère la course,2013,tt2384328,220800,3,2,8,11,11,8,3,1,3,3,,,,,,77,3,3,1,6,2,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
For Those in Peril,2013,tt2315628,220886,3,2,8,6,5,5,6,2,1,4,,,,,,33,3,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Tore tanzt,2013,tt2822400,221135,11,7,17,22,17,12,3,4,1,10,,,,,,24,3.2,1,3,2,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3.2,0,0,0,0,0,0,2,3,0,0,0,0,0,0
Cheech & Chong's Animated Movie,2013,tt1340803,220570,25,2,7,16,21,23,30,16,15,25,,,,,,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Da geht noch was!,2013,tt2517558,214413,0,0,1,5,2,0,0,0,3,1,,,,,,4,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunting Elephants,2013,tt2295196,222075,2,5,7,15,12,7,4,4,1,6,,,,,,14,2.9,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joséphine,2013,tt2430044,212729,0,0,0,1,7,1,4,1,0,3,,,,,,2276,3,12,103,125,80,24,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kertu,2013,tt2534648,225391,2,3,5,1,2,0,1,0,1,0,,,,,,29,3.8,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fall of the Essex Boys,2013,tt2364659,216748,3,0,1,1,2,4,3,7,6,16,,,,,,21,2.7,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riaru: Kanzen naru kubinagaryû no hi,2013,tt2280964,220785,9,2,4,6,14,9,3,2,4,4,,,,,,493,3,1,24,23,25,7,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Return to the Hiding Place,2013,tt1691153,198687,61,15,4,10,2,10,15,10,5,18,,,,,,14,2.9,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Food Guide to Love,2013,tt2364006,215340,6,5,11,16,17,9,2,5,0,5,,,,,,54,2.3,0,1,2,3,0,0,10,2.5,0,0,2,0,0,1,6,3.1,0,0,0,0,0,0,4,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel of the Skies,2013,tt3160230,222222,5,5,30,14,5,5,10,6,6,12,,,,,,22,2.5,1,0,0,2,3,3,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Counterpunch,2013,tt2051850,215872,28,3,4,9,21,22,16,4,7,18,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alex Pandian,2013,tt2614032,217287,0,0,0,1,1,1,1,1,6,7,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gold,2013,tt2338846,204385,3,8,6,15,11,7,1,1,3,7,,,,,,196,3.2,3,21,20,12,5,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3.1,0,0,0,0,0,0,2,3,0,0,0,0,0,0
Ismael,2013,tt1710393,209544,3,1,0,3,2,1,2,0,2,5,,,,,,0,0,0,0,0,0,0,0,53,3.8,4,1,2,2,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O Menino e o Mundo,2013,tt3183630,227624,5,6,7,6,5,2,1,0,1,0,,,,,,114,4.1,6,8,8,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 años y un día,2013,tt2368525,204610,3,0,0,6,5,2,2,3,1,1,,,,,,4,2.9,0,1,0,0,0,0,22,3,0,0,1,2,1,0,0,0,0,0,0,0,0,0,3,2.9,0,0,0,0,0,0,3,2.9,0,0,0,0,0,0
Pardé,2013,tt2626926,217463,5,5,10,12,10,7,5,4,3,2,,,,,,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie's Country,2013,tt3244512,224733,8,0,8,8,4,1,2,0,2,2,,,,,,126,3.7,2,6,9,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Blood Shot,2013,tt1196124,232524,21,5,1,4,6,7,8,22,25,41,,,,,,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Când se lasa seara peste Bucuresti sau metabolism,2013,tt3102906,222822,2,6,9,8,4,6,2,3,4,0,,,,,,25,2.8,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Des gens qui s'embrassent,2013,tt2295750,203485,3,0,3,12,2,4,1,3,2,1,,,,,,608,2,7,15,25,35,18,31,3,2.9,0,0,0,0,0,0,13,3.3,0,0,0,1,0,0,3,2.9,0,0,0,0,0,0,3,2.9,0,0,0,0,0,0
Marius,2013,tt1872102,192102,8,3,8,16,10,3,1,1,1,2,,,,,,1315,3.8,36,111,93,21,13,7,3,3.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gingerclown,2013,tt2065945,196704,8,1,1,9,7,13,7,14,14,27,,,,,,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chastity Bites,2013,tt2145637,224446,24,8,14,24,34,36,22,21,13,24,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fanny,2013,tt1872101,192103,9,6,11,18,6,5,1,1,3,2,,,,,,1106,3.9,35,89,56,18,3,5,3,3.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amazonia,2013,tt1240899,213875,3,1,2,1,3,3,0,0,1,0,,,,,,519,3.5,19,28,38,17,7,6,0,0,0,0,0,0,0,0,30,3.6,1,2,1,0,0,0,6,3.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Saikometeuri,2013,tt2709764,223077,7,1,6,6,5,8,1,0,2,2,,,,,,5,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drones,2013,tt2179027,224873,9,3,7,14,9,10,15,5,15,21,,,,,,2,2.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Contractor,2013,tt2274172,223853,9,0,4,4,7,21,24,10,12,13,,,,,,15,2.8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rise of the Fellowship,2013,tt1669814,223593,40,7,14,6,11,11,17,8,6,21,,,,,,13,2.7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Five Thirteen,2013,tt1536051,209700,6,2,2,2,6,10,24,9,10,19,,,,,,54,3,4,6,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
So-won,2013,tt3153634,224874,7,7,7,5,4,0,0,0,1,0,,,,,,11,3.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solan og Ludvig - Jul i Flåklypa,2013,tt2769896,231099,1,0,1,2,0,1,1,0,1,1,,,,,,24,3.3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zipi y Zape y el club de la canica,2013,tt2388821,206998,1,1,0,8,4,3,5,0,0,2,,,,,,3,3,0,0,0,0,0,0,37,3.3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0
Believe,2013,tt2009606,228866,5,1,1,4,7,7,2,2,2,4,,,,,,42,3.1,0,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Han Gong-ju,2013,tt3265462,225427,8,9,17,10,9,0,2,0,1,1,,,,,,57,3.6,1,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bela Kiss: Prologue,2013,tt1830495,200955,5,2,1,3,11,10,17,6,8,14,,,,,,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2.9,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Je fais le mort,2013,tt2795848,189687,0,0,2,4,4,4,2,0,1,2,,,,,,1365,2.7,5,46,99,55,25,10,2,3,0,0,0,0,0,0,9,3.1,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Powder Room,2013,tt2608726,223455,0,0,0,3,1,2,7,1,2,10,,,,,,17,2.6,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gone Missing,2013,tt1729674,224971,18,8,12,21,21,10,11,5,10,10,,,,,,16,3.3,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love Steaks,2013,tt2960270,226186,1,0,2,1,2,0,1,1,1,0,,,,,,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3.2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
La fille du 14 juillet,2013,tt2846972,220641,1,1,2,1,4,4,1,0,0,1,,,,,,471,3.1,3,28,26,16,11,13,5,2.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2.9,0,0,0,0,0,0,3,2.9,0,0,0,0,0,0
52 Tuesdays,2013,tt3100636,226070,1,6,4,5,3,2,1,0,3,4,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Exit Marrakech,2013,tt1982177,206326,1,2,2,3,2,3,2,1,0,2,,,,,,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2.9,0,0,0,1,1,1,3,3,0,0,0,0,0,0
Tajemnica Westerplatte,2013,tt1808518,226168,4,0,8,3,5,15,2,5,2,4,,,,,,3,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stop the Pounding Heart,2013,tt2855026,220810,108,31,7,3,3,1,1,0,1,10,,,,,,23,2.9,3,1,1,2,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abus de faiblesse,2013,tt2418372,201599,7,6,14,26,17,16,11,6,4,7,,,,,,173,2.3,4,10,12,13,7,3,2,3,0,0,0,0,0,0,6,3.2,0,1,0,0,0,0,2,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0
De toutes nos forces,2013,tt2454430,209297,4,1,2,3,2,1,2,0,1,2,,,,,,2049,4.2,84,164,74,23,2,6,0,0,0,0,0,0,0,0,14,3.6,1,0,0,0,0,0,5,3.2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
Short Peace,2013,tt3392330,219918,2,6,11,16,10,3,1,1,2,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stay,2013,tt2234032,194697,9,3,9,15,20,19,8,3,2,6,,,,,,2,3.1,0,0,0,0,0,0,2,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pour une femme,2013,tt2176786,207967,7,7,24,27,10,7,4,3,1,5,,,,,,791,3.7,11,42,41,23,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afterparty,2013,tt2144007,202955,2,0,0,0,0,0,3,2,1,1,,,,,,3,2.9,0,0,0,0,0,0,12,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2.8,0,0,0,1,0,0,3,2.9,0,0,0,0,1,0
The Legend of Sarila,2013,tt2296935,193468,8,0,2,5,7,9,3,3,1,8,,,,,,13,2.6,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostwind - Zusammen sind wir frei,2013,tt2356464,224030,2,1,1,1,3,1,4,0,0,0,,,,,,43,3.9,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crawlspace,2013,tt2141777,219121,10,4,9,6,34,42,33,22,21,12,,,,,,223,2.1,2,7,14,25,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
La mula,2013,tt0804509,206708,3,0,1,0,2,5,4,1,1,0,,,,,,6,3.3,0,0,0,0,0,0,25,3.1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,3,3.1,0,0,0,0,0,0,6,3.3,0,0,0,0,0,0
The Paranormal Diaries: Clophill,2013,tt1852137,229619,1,0,3,2,11,12,14,8,12,23,,,,,,55,1.8,0,0,0,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In Bloom,2013,tt2250564,225567,10,8,9,19,7,6,2,2,5,4,,,,,,3,3.1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
So This Is Christmas,2013,tt2081367,219711,32,2,6,11,5,12,15,6,5,9,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wait,2013,tt1675759,190952,20,7,5,5,12,20,16,16,14,19,,,,,,0,0,0,0,0,0,0,0,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aadhi Bhagavan,2013,tt1671446,219039,3,0,0,2,2,1,2,2,1,1,,,,,,5,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Attila,2013,tt3184096,224792,6,1,2,2,2,4,6,7,13,32,,,,,,1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1,0,0,0,0,0,0,1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mogura no uta - sennyû sôsakan: Reiji,2013,tt2643394,218676,5,3,3,6,2,0,1,1,1,0,,,,,,5,3.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.1,0,1,0,0,0,0,2,3.1,0,0,0,0,0,0
Blinder,2013,tt1874434,233371,0,2,8,4,0,9,5,8,5,10,,,,,,1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Torn,2013,tt1423636,223726,6,3,7,11,8,17,5,0,4,10,,,,,,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love Eternal,2013,tt1376713,223105,1,0,7,10,7,6,1,1,1,0,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeg er din,2013,tt2798170,225111,4,3,5,7,5,6,2,1,1,3,,,,,,2,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Rock the Casbah,2013,tt2524568,214532,4,2,1,7,2,1,1,0,7,44,,,,,,389,3.5,9,21,23,18,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Né quelque part,2013,tt2844994,202734,4,1,5,1,4,3,2,1,2,2,,,,,,1455,3.6,26,83,85,28,11,18,4,3.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0
Alone Yet Not Alone,2013,tt1986769,226473,53,10,9,2,3,4,4,9,13,44,,,,,,2,3.1,0,0,0,0,0,0,5,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senin Hikayen,2013,tt3397026,223780,1,0,0,1,0,0,1,0,0,3,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,27,3.3,2,2,3,2,0,1
King's Faith,2013,tt2004271,219722,47,41,16,15,8,7,6,3,2,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost Place,2013,tt2100575,199168,3,0,1,5,1,8,6,4,4,0,,,,,,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3.2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
L'arbitro,2013,tt3148468,224588,0,2,4,3,0,2,1,3,0,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shirley: Visions of Reality,2013,tt2636806,224575,3,1,3,6,0,3,2,0,2,0,,,,,,136,3.3,4,4,8,6,4,1,3,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.9,0,0,0,0,0,0,3,2.9,0,0,0,0,0,0
Kedi Billa Killadi Ranga,2013,tt2419506,220064,1,0,1,1,1,2,3,3,4,4,,,,,,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salomé,2013,tt3112900,224152,20,4,6,6,4,1,3,0,2,7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raptor Ranch,2013,tt1343103,227880,11,2,1,4,10,7,11,16,21,20,,,,,,9,2.7,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
